ligne;siret;nom;saison;type_audit;statut_ecocert;probleme;details
714;;BOYAUDERIE SISTERONNAISE;2024;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
717;50185556300018;AMERICAN DESSERTS;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 50185556300018 — ID Ecocert : 127793
723;38863525200025;NATURALIM France Miel;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38863525200025 — ID Ecocert : 21567
725;45520300000019;LA COMPAGNIE DU BISCUIT;2024;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 45520300000019 — ID Ecocert : 119320
727;;CRYSTAL;2024;Additional inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
728;63632053300012;POULIQUEN;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 63632053300012 — ID Ecocert : 63056
729;;EXTRUPLAST;2024;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
739;;LPA - LES P'TITS AMOUREUX;2023;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
743;80524372200024;HOLLEA;2023;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 80524372200024 — ID Ecocert : 156929
751;38238136600048;BISCUITERIE DE PROVENCE;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38238136600048 — ID Ecocert : 66851
752;;COMPAGNIE DES PATISSIERS;2023;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
755;;LA BROSSE ET DUPONT;2023;Additional inspection;1-Inspection order created;SIRET manquant;"SIRET brut : """""
756;37934015100057;LOC MARIA BISCUIT;2023;Additional inspection;1-Inspection order created;SIRET inconnu dans la base FEEF;SIRET Ecocert : 37934015100057 — ID Ecocert : 245828
757;38863525200025;NATURALIM France Miel;2023;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38863525200025 — ID Ecocert : 21567
758;;CIDRES LEBRUN;2023;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
761;53844935600020;Groupe SECO SAS;2023;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53844935600020 — ID Ecocert : 287773
766;49801422400014;VITANUTRITION;2023;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 49801422400014 — ID Ecocert : 236053
767;35302694100032;PODER;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 35302694100032 — ID Ecocert : 20375
772;40588005500059;LA RUCHE ROANNAISE BESACIER;2023;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 40588005500059 — ID Ecocert : 24447
775;63632053300012;POULIQUEN;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 63632053300012 — ID Ecocert : 63056
777;;Collectif AEB services;2023;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
778;33985193300012;MARIE MORIN FRANCE;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 33985193300012 — ID Ecocert : 21004
782;49946953400022;LA BOUTIQUE LEA NATURE;2023;Additional inspection;1-Inspection order created;SIRET inconnu dans la base FEEF;SIRET Ecocert : 49946953400022 — ID Ecocert : 166419
789;30088211500078;SAINT BERNARD;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 30088211500078 — ID Ecocert : 199400
791;37934015100131;LMT Biscuiteries;2023;Additional inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 37934015100131 — ID Ecocert : 166648
792;;EXTRUPLAST;2023;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
803;81499482800022;LES GLACIERS PARISIENS (ALPEREL);2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 81499482800022 — ID Ecocert : 166452
805;83094262900015;BIOMERE (ex : Jubiles);2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 83094262900015 — ID Ecocert : 167983
812;30887574900019;DELOUIS FILS;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 30887574900019 — ID Ecocert : 20117
816;;ICI&LA;2023;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
826;75720010000019;BISCUITS BOUVARD;2023;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 75720010000019 — ID Ecocert : 62851
827;39946423900017;PRIMEL GASTRONOMIE;2023;Additional inspection;1-Inspection order created;SIRET inconnu dans la base FEEF;SIRET Ecocert : 39946423900017 — ID Ecocert : 251062
832;;MADEMOISELLE DE MARGAUX;2023;Additional inspection;1-Inspection order created;SIRET manquant;"SIRET brut : """""
833;39420218800147;ESPRIT DU SEL;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 39420218800147 — ID Ecocert : 67934
835;;LA BROSSE ET DUPONT;2023;Additional inspection;1-Inspection order created;SIRET manquant;"SIRET brut : """""
836;55850337100137;GROUPE FRANCAISE DE GASTRONOMIE;2023;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 55850337100137 — ID Ecocert : 107321
837;50185556300018;AMERICAN DESSERTS;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 50185556300018 — ID Ecocert : 127793
840;55850337100178;GROUPE FRANCAISE DE  GASTRONOMIE;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 55850337100178 — ID Ecocert : 233287
843;48005729800014;NOUVELLE FROMAGERIE DE VAUDES;2023;Additional inspection;1-Inspection order created;SIRET inconnu dans la base FEEF;SIRET Ecocert : 48005729800014 — ID Ecocert : 254060
853;;LOC MARIA;2023;Additional inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
854;;LA FRANCO ARGENTINE;2023;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
859;;CULTURE MIEL;2023;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
863;1715010300046;HYGIENE ET NATURE;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1715010300046 — ID Ecocert : 121132
864;90795192500037;Heritage;2023;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 90795192500037 — ID Ecocert : 265308
865;;ST HUBERT;2023;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
867;;BOYAUDERIE SISTERONNAISE;2023;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
872;62162092100075;CONFISERIE DU ROY RENE;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 62162092100075 — ID Ecocert : 21952
874;;WOLF LINGERIE;2023;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
879;;ALTHO;2023;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
888;44916448200050;ETHIQUABLE;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 44916448200050 — ID Ecocert : 67846
889;1575153000013;MULOT ET PETITJEAN;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1575153000013 — ID Ecocert : 63578
890;66020113800030;HUILERIE EMILE NOEL;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 66020113800030 — ID Ecocert : 20284
891;59977943800031;ROSTAIN;2023;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 59977943800031 — ID Ecocert : 20424
894;38233895200015;SPH GERARD BERTRAND  - SITE PRINCIPAL;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38233895200015 — ID Ecocert : 64142
895;56850321300023;RAIFALSA-ALELOR;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 56850321300023 — ID Ecocert : 30150
896;303229504;AGROBIOTHERS LABORATOIRE;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 303229504 — ID Ecocert : 114616
898;85580259100013;NATURE ET ALIMENTS;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 85580259100013 — ID Ecocert : 20269
900;74562027800044;ROUTIN;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 74562027800044 — ID Ecocert : 38582
902;;RICA LEWIS;2023;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
903;;OVALIS;2023;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
904;49801422400014;VITANUTRITION;2023;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 49801422400014 — ID Ecocert : 26880
909;75720010000019;BISCUITS BOUVARD;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 75720010000019 — ID Ecocert : 62851
910;57215120700030;SAINTE LUCIE;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 57215120700030 — ID Ecocert : 69710
912;42488126600078;APIHA;2023;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 42488126600078 — ID Ecocert : 129497
913;;PAGES VEDRENNE;2023;Additional inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
914;57595041500019;REITZEL BRIAND SITE CONNERRE;2023;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 57595041500019 — ID Ecocert : 20506
915;43523314300013;LES JARDINS DE L'ORBRIE;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 43523314300013 — ID Ecocert : 62762
916;5307800060025;MAISON MARLERE;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 5307800060025 — ID Ecocert : 168876
919;41265481600021;UPCS (Groupe DEBROAS);2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 41265481600021 — ID Ecocert : 233854
920;41420362000045;TREO;2023;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 41420362000045 — ID Ecocert : 62426
928;;GROUPE FRANCAISE DE  GASTRONOMIE;2023;Initial inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
929;;COMPAGNIE DES PATISSIERS NORMANDIE;2023;Additional inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
931;;LOBODIS;2023;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
934;53273732700017;BRASSERIE DE VEZELAY;2023;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53273732700017 — ID Ecocert : 121964
941;;ESPROMER;2023;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
947;39420218800147;ESPRIT DU SEL;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 39420218800147 — ID Ecocert : 67934
948;;OVALIS;2022;Initial inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
952;30887574900019;DELOUIS FILS;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 30887574900019 — ID Ecocert : 20117
953;;RICA LEWIS;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
954;;WOLF LINGERIE;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
955;;BOYAUDERIE SISTERONNAISE;2022;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
956;33985193300012;MARIE MORIN FRANCE;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 33985193300012 — ID Ecocert : 21004
958;;ST HUBERT;2022;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
959;43523314300013;LES JARDINS DE L'ORBRIE;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 43523314300013 — ID Ecocert : 62762
964;66020113800030;HUILERIE EMILE NOEL;2022;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 66020113800030 — ID Ecocert : 20284
965;48005729800014;NOUVELLE FROMAGERIE DE VAUDES;2022;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 48005729800014 — ID Ecocert : 254060
967;80524372200024;HOLLEA;2022;Initial inspection;1-Inspection order created;SIRET inconnu dans la base FEEF;SIRET Ecocert : 80524372200024 — ID Ecocert : 156929
968;56850321300023;RAIFALSA-ALELOR;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 56850321300023 — ID Ecocert : 30150
970;63632053300012;POULIQUEN;2022;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 63632053300012 — ID Ecocert : 63056
974;48516880100036;BRASSERIE LARCHE;2022;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 48516880100036 — ID Ecocert : 123102
981;1715010300046;HYGIENE ET NATURE;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1715010300046 — ID Ecocert : 121132
986;44916448200050;ETHIQUABLE;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 44916448200050 — ID Ecocert : 67846
989;;ESPROMER;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
992;;JLF;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
994;55850337100178;GROUPE FRANCAISE DE  GASTRONOMIE;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 55850337100178 — ID Ecocert : 233287
998;32135524000037;JC DAVID;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 32135524000037 — ID Ecocert : 84552
1001;5307800060025;MAISON MARLERE;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 5307800060025 — ID Ecocert : 168876
1005;;ICI&LA;2022;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
1008;;KINDY PROJECT;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
1009;75720010000019;BISCUITS BOUVARD;2022;Initial inspection;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 75720010000019 — ID Ecocert : 62851
1010;;COMPAGNIE DES PATISSIERS;2022;Initial inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
1015;811757640;TERRA CERES;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 811757640 — ID Ecocert : 154367
1017;30088211500078;SAINT BERNARD;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 30088211500078 — ID Ecocert : 199400
1020;;FIMCO;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
1034;83190498200012;LUCIEN GEORGELIN CEREALES;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 83190498200012 — ID Ecocert : 180311
1041;57215120700030;SAINTE LUCIE;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 57215120700030 — ID Ecocert : 69710
1049;303229504;AGROBIOTHERS LABORATOIRE;2022;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 303229504 — ID Ecocert : 114616
1050;;GROUPE ROUTHIAU;2022;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
1055;35302694100032;PODER;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 35302694100032 — ID Ecocert : 20375
1058;;GROUPE ROUTHIAU;2022;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
1063;41265481600021;UPCS (Groupe DEBROAS);2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 41265481600021 — ID Ecocert : 233854
1065;;LPA - LES P'TITS AMOUREUX;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
1068;;LA FRANCO ARGENTINE;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
1069;;TRIPES PAILLARD;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
1074;37934015100198;LMT Biscuiteries (site de Pont Aven);2022;Additional inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 37934015100198 — ID Ecocert : 66353
1080;81499482800022;LES GLACIERS PARISIENS (ALPEREL);2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 81499482800022 — ID Ecocert : 166452
1082;53273732700017;BRASSERIE DE VEZELAY;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 53273732700017 — ID Ecocert : 121964
1088;;CULTURE MIEL;2022;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
1090;38238136600048;BISCUITERIE DE PROVENCE;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 38238136600048 — ID Ecocert : 66851
1091;52875804800011;EURO 5;2022;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 52875804800011 — ID Ecocert : 255108
1098;;EXTRUPLAST;2022;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
1102;1575153000013;MULOT ET PETITJEAN;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 1575153000013 — ID Ecocert : 63578
1104;;LOBODIS;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
1110;;NUTRIANNE;2022;Renewal audit;4-Certification finished;SIRET manquant;"SIRET brut : """""
1111;74562027800044;ROUTIN;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 74562027800044 — ID Ecocert : 38582
1115;;AQUITAINE SPECIALITES;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
1118;;CAROLA;2022;Documentary review;4-Certification finished;SIRET manquant;"SIRET brut : """""
1120;85580259100013;NATURE ET ALIMENTS;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 85580259100013 — ID Ecocert : 20269
1122;75720010000019;BISCUITS BOUVARD;2022;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 75720010000019 — ID Ecocert : 62851
1129;50185556300018;AMERICAN DESSERTS;2022;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 50185556300018 — ID Ecocert : 127793
1130;;CIDRES LEBRUN;2022;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """""
1131;62162092100075;CONFISERIE DU ROY RENE;2022;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 62162092100075 — ID Ecocert : 21952
